/* 
Selezionare tutti i corsi di laurea con i relativi corsi e insegnanti
*/

SELECT *
FROM degrees
JOIN courses ON courses.degree_id = degrees.id
JOIN course_teacher ON course_teacher.course_id = courses.id
JOIN teachers ON course_teacher.teacher_id = teachers.id

id,department_id,name,level,address,email,website,id,degree_id,name,description,period,year,cfu,website,course_id,teacher_id,id,name,surname,phone,email,office_address,office_number
1,1,"Corso di Laurea in Biologia",triennale,"Contrada Galli 289 Piano 5",biologia@uni.it,www.biologia.uni.it,12,1,"iure qui voluptas","Cupiditate suscipit ab vel placeat ratione sit aut. Sed et nobis sint rerum quibusdam est sunt.","I semestre",3,11,NULL,12,24,24,Celeste,Costa,"+07 893 0681259",naomi57@libero.it,"Via Giacinto 11 Piano 8",74
2,1,"Corso di Laurea in Biologia molecolare",triennale,"Incrocio Fabbri 3",biologia-molecolare@uni.it,www.biologia-molecolare.uni.it,26,2,"maxime laboriosam nostrum","Odit ut aut accusantium. Sapiente id distinctio voluptatum neque vitae qui. Optio consequuntur doloribus consequatur omnis est et. Aut aut odio doloribus sed neque et provident est.","II semestre",1,11,www.exercitationem.uni.it,26,24,24,Celeste,Costa,"+07 893 0681259",naomi57@libero.it,"Via Giacinto 11 Piano 8",74
16,3,"Corso di Laurea in Ingegneria per l'Ambiente e il Territorio",triennale,"Borgo Nestore 88 Piano 7",ingegneria-per-lambiente-e-il-territorio@uni.it,www.ingegneria-per-lambiente-e-il-territorio.uni.it,262,16,"eligendi adipisci corporis","Quaerat repudiandae doloribus amet qui. Est tempora eum ipsum. Doloremque qui laborum aut.","II semestre",1,8,NULL,262,24,24,Celeste,Costa,"+07 893 0681259",naomi57@libero.it,"Via Giacinto 11 Piano 8",74
18,3,"Corso di Laurea Magistrale in Ingegneria Civile",magistrale,"Contrada Moretti 163",ingegneria-civile@uni.it,www.ingegneria-civile.uni.it,309,18,"cupiditate optio commodi","Aut dolores repellendus et magni voluptas. Eius in et numquam quis nam iure rem. Repellat deserunt iste dolor accusamus saepe possimus non. Est vitae nesciunt non voluptas.","I semestre",2,10,NULL,309,24,24,Celeste,Costa,"+07 893 0681259",naomi57@libero.it,"Via Giacinto 11 Piano 8",74
19,4,"Corso di Laurea in Ingegneria dell'Informazione",triennale,"Piazza De Santis 425",ingegneria-dellinformazione@uni.it,www.ingegneria-dellinformazione.uni.it,332,19,"sed quis itaque","Nesciunt corrupti deserunt saepe non ut esse blanditiis. Esse est qui fugiat ut. Aut dignissimos rerum excepturi sint.","II semestre",2,15,NULL,332,24,24,Celeste,Costa,"+07 893 0681259",naomi57@libero.it,"Via Giacinto 11 Piano 8",74
25,4,"Corso di Laurea Magistrale in Ingegneria Elettronica",magistrale,"Piazza Neri 862",ingegneria-elettronica@uni.it,www.ingegneria-elettronica.uni.it,434,25,"dignissimos eos sit","At labore magnam id enim distinctio unde. Ipsum sed aut laboriosam aut sunt illo. Et numquam ea odio et animi quia dolor. Sint vitae non dolor est ea itaque.","I semestre",2,13,www.et.uni.it,434,24,24,Celeste,Costa,"+07 893 0681259",naomi57@libero.it,"Via Giacinto 11 Piano 8",74
27,4,"Corso di Laurea Magistrale in Cybersecurity",magistrale,"Piazza Quasimodo 14",cybersecurity@uni.it,www.cybersecurity.uni.it,455,27,"minima est et","Maxime aut qui ut est. Sit illum sunt voluptas repellat quia. Molestiae non porro aut ipsa velit quidem soluta.","I semestre",1,3,www.aut.uni.it,455,24,24,Celeste,Costa,"+07 893 0681259",naomi57@libero.it,"Via Giacinto 11 Piano 8",74
49,8,"Corso di Laurea Magistrale in Chimica",magistrale,"Strada Soriana 951",chimica@uni.it,www.chimica.uni.it,882,49,"harum doloremque eos","Eveniet tempora qui sunt alias. Dicta tempora velit qui soluta. Facere perspiciatis recusandae quasi reiciendis distinctio. Corrupti ut exercitationem dolores sit alias.","II semestre",1,10,NULL,882,24,24,Celeste,Costa,"+07 893 0681259",naomi57@libero.it,"Via Giacinto 11 Piano 8",74
49,8,"Corso di Laurea Magistrale in Chimica",magistrale,"Strada Soriana 951",chimica@uni.it,www.chimica.uni.it,889,49,"explicabo quaerat ducimus","Consequuntur quisquam perferendis dolor ipsa voluptas. Consequatur reprehenderit nobis eligendi numquam aperiam et tempore repellat.","II semestre",2,11,NULL,889,24,24,Celeste,Costa,"+07 893 0681259",naomi57@libero.it,"Via Giacinto 11 Piano 8",74
52,8,"Corso di Laurea Magistrale in Scienze e Tecnologie per l'Ambiente",magistrale,"Rotonda Ferrari 38",scienze-e-tecnologie-per-lambiente@uni.it,www.scienze-e-tecnologie-per-lambiente.uni.it,932,52,"iusto mollitia et","Voluptas in facere quas enim et non. Qui sint odit rerum quo in. Qui autem accusantium sit incidunt aut occaecati. Voluptatem commodi ipsa est blanditiis est non.","II semestre",1,10,NULL,932,24,24,Celeste,Costa,"+07 893 0681259",naomi57@libero.it,"Via Giacinto 11 Piano 8",74
55,9,"Corso di Laurea Magistrale in Economics and Finance",magistrale,"Strada Sanna 652",economics-and-finance@uni.it,www.economics-and-finance.uni.it,982,55,"eveniet rerum minima","Est at nulla quis eveniet esse. Omnis dignissimos qui debitis hic veritatis aut. Mollitia tempore eum ipsam animi est aliquid.","I semestre",1,12,NULL,982,24,24,Celeste,Costa,"+07 893 0681259",naomi57@libero.it,"Via Giacinto 11 Piano 8",74
67,11,"Corso di Laurea in Statistica per le Tecnologie e le Scienze",triennale,"Rotonda Bianchi 27 Appartamento 28",statistica-per-le-tecnologie-e-le-scienze@uni.it,www.statistica-per-le-tecnologie-e-le-scienze.uni.it,1175,67,"consequatur in ratione","Alias rem quas eaque autem optio quis autem. Aut consequatur ratione impedit rerum. Enim ut nulla officiis porro minima dolorem. Pariatur qui sapiente labore et ut.","I semestre",3,11,NULL,1175,24,24,Celeste,Costa,"+07 893 0681259",naomi57@libero.it,"Via Giacinto 11 Piano 8",74
68,11,"Corso di Laurea Magistrale in Scienze Statistiche",magistrale,"Strada Russo 97",scienze-statistiche@uni.it,www.scienze-statistiche.uni.it,1189,68,"earum magnam atque","Suscipit eum amet sit placeat sed vel nemo. Eos enim illo ducimus molestiae velit. Illum asperiores eum totam et dignissimos possimus laborum.","I semestre",2,5,NULL,1189,24,24,Celeste,Costa,"+07 893 0681259",naomi57@libero.it,"Via Giacinto 11 Piano 8",74
72,12,"Corso di Laurea Magistrale in Lingue e Letterature Europee e Americane",magistrale,"Strada Nathan 6 Appartamento 73",lingue-e-letterature-europee-e-americane@uni.it,www.lingue-e-letterature-europee-e-americane.uni.it,1262,72,"autem aspernatur quisquam","Est suscipit qui expedita reiciendis eum quo nostrum. Aut sunt expedita sapiente qui omnis impedit.","II semestre",1,10,NULL,1262,24,24,Celeste,Costa,"+07 893 0681259",naomi57@libero.it,"Via Giacinto 11 Piano 8",74
74,12,"Corso di Laurea Magistrale in Linguistica",magistrale,"Strada Pellegrino 3 Appartamento 85",linguistica@uni.it,www.linguistica.uni.it,1287,74,"reprehenderit rerum eaque","Sit officia id possimus aperiam earum hic. Vel ut eos veritatis repudiandae incidunt odio.","I semestre",1,8,www.quo.uni.it,1287,24,24,Celeste,Costa,"+07 893 0681259",naomi57@libero.it,"Via Giacinto 11 Piano 8",74
3,1,"Corso di Laurea in Biotecnologie",triennale,"Rotonda Sasha 74 Appartamento 36",biotecnologie@uni.it,www.biotecnologie.uni.it,59,3,"commodi officia cupiditate","Quas quam at fuga. Quia in ducimus beatae fugiat. Perferendis quam qui sunt modi deleniti perferendis iusto fuga. Qui dolores numquam ad eaque qui id quae. Eos voluptatum autem eos.","I semestre",3,6,www.adipisci.uni.it,59,25,25,Concetta,Bianchi,"+58 211 72300216",giobbe99@libero.it,"Strada Kociss 997 Piano 8",124
5,1,"Corso di Laurea Magistrale in Biologia evoluzionistica",magistrale,"Contrada Fiore 253",biologia-evoluzionistica@uni.it,www.biologia-evoluzionistica.uni.it,86,5,"debitis vel pariatur","Esse non et rem quis laborum qui vel autem. Aliquid accusantium ratione voluptas. Doloremque quo optio sint est. Non similique sunt et fuga non numquam assumenda. Qui eius autem quis.","I semestre",1,5,NULL,86,25,25,Concetta,Bianchi,"+58 211 72300216",giobbe99@libero.it,"Strada Kociss 997 Piano 8",124
5,1,"Corso di Laurea Magistrale in Biologia evoluzionistica",magistrale,"Contrada Fiore 253",biologia-evoluzionistica@uni.it,www.biologia-evoluzionistica.uni.it,98,5,"sunt omnis asperiores","Ut dicta expedita quasi maiores. Dolores qui quam eos explicabo. Voluptas tempora architecto sint at. Blanditiis pariatur dolorum totam eius in.","II semestre",2,12,NULL,98,25,25,Concetta,Bianchi,"+58 211 72300216",giobbe99@libero.it,"Strada Kociss 997 Piano 8",124
8,1,"Corso di Laurea Magistrale in Biologia sanitaria",magistrale,"Contrada Osvaldo 497 Piano 5",biologia-sanitaria@uni.it,www.biologia-sanitaria.uni.it,125,8,"est ab dolores","Est dolorem quia qui. Eaque consequatur beatae rem sunt et. Quod et sed dolor ut dolores commodi repudiandae est.","I semestre",1,8,www.fuga.uni.it,125,25,25,Concetta,Bianchi,"+58 211 72300216",giobbe99@libero.it,"Strada Kociss 997 Piano 8",124
16,3,"Corso di Laurea in Ingegneria per l'Ambiente e il Territorio",triennale,"Borgo Nestore 88 Piano 7",ingegneria-per-lambiente-e-il-territorio@uni.it,www.ingegneria-per-lambiente-e-il-territorio.uni.it,270,16,"nulla cupiditate nemo","Inventore nulla ut id ut. Non omnis exercitationem voluptas maxime. Minus illum assumenda exercitationem autem. Tenetur nostrum similique est error sunt ratione tempora.","II semestre",2,13,www.omnis.uni.it,270,25,25,Concetta,Bianchi,"+58 211 72300216",giobbe99@libero.it,"Strada Kociss 997 Piano 8",124
25,4,"Corso di Laurea Magistrale in Ingegneria Elettronica",magistrale,"Piazza Neri 862",ingegneria-elettronica@uni.it,www.ingegneria-elettronica.uni.it,430,25,"et officia sunt","Omnis voluptate officia incidunt fugit. Quaerat est sit et quas molestiae corporis voluptatem. Praesentium aut officia provident inventore. Consequatur dolores amet ipsum rerum dolores harum iure.","I semestre",1,8,NULL,430,25,25,Concetta,Bianchi,"+58 211 72300216",giobbe99@libero.it,"Strada Kociss 997 Piano 8",124
28,5,"Corso di Laurea in Matematica",triennale,"Strada Sorrentino 665",matematica@uni.it,www.matematica.uni.it,469,28,"autem voluptas ab","Illum qui consequatur non amet repellat tempora quo provident. Totam esse perspiciatis quo quibusdam rem reprehenderit rerum. Veritatis ad vero aut molestiae nihil et quia.","II semestre",1,9,NULL,469,25,25,Concetta,Bianchi,"+58 211 72300216",giobbe99@libero.it,"Strada Kociss 997 Piano 8",124
38,7,"Corso di Laurea in Educazione Professionale",triennale,"Rotonda Davis 720",educazione-professionale@uni.it,www.educazione-professionale.uni.it,652,38,"velit esse soluta","Ab quam veritatis qui odit consequatur tempore omnis exercitationem. Ut et eum aliquam est voluptatem voluptatem.","I semestre",1,14,www.dignissimos.uni.it,652,25,25,Concetta,Bianchi,"+58 211 72300216",giobbe99@libero.it,"Strada Kociss 997 Piano 8",124
43,7,"Corso di Laurea in Tecniche di Neurofisiopatologia",triennale,"Incrocio Bibiana 32",tecniche-di-neurofisiopatologia@uni.it,www.tecniche-di-neurofisiopatologia.uni.it,765,43,"autem ea laboriosam","Et architecto ut fuga rerum. Earum ratione eos minus distinctio. Sit consequatur illo quia ad. Et soluta inventore a odio doloribus nesciunt asperiores.","I semestre",2,10,NULL,765,25,25,Concetta,Bianchi,"+58 211 72300216",giobbe99@libero.it,"Strada Kociss 997 Piano 8",124
50,8,"Corso di Laurea Magistrale in Chimica Industriale",magistrale,"Incrocio Gatti 16",chimica-industriale@uni.it,www.chimica-industriale.uni.it,902,50,"non culpa praesentium","Fugit laudantium voluptas placeat voluptas dolores eos dignissimos dolor. Reiciendis quia amet labore in dolores commodi voluptatem. Consequatur voluptatem veniam ea aut dolorem porro explicabo.","I semestre",2,8,www.quo.uni.it,902,25,25,Concetta,Bianchi,"+58 211 72300216",giobbe99@libero.it,"Strada Kociss 997 Piano 8",124
56,9,"Corso di Laurea Magistrale in Entrepreneurship and Innovation",magistrale,"Strada Ludovico 8",entrepreneurship-and-innovation@uni.it,www.entrepreneurship-and-innovation.uni.it,1002,56,"omnis quas nam","Omnis amet consequatur ullam magnam. Debitis libero commodi facilis aut ab distinctio molestiae quia.","I semestre",2,3,NULL,1002,25,25,Concetta,Bianchi,"+58 211 72300216",giobbe99@libero.it,"Strada Kociss 997 Piano 8",124
57,9,"Corso di Laurea Magistrale in Economia e Diritto",magistrale,"Incrocio Joseph 585 Piano 7",economia-e-diritto@uni.it,www.economia-e-diritto.uni.it,1014,57,"vero sit eos","Placeat non quisquam dolore. Voluptas laborum qui amet omnis beatae. Quos aut quia minima et nihil.","I semestre",2,6,NULL,1014,25,25,Concetta,Bianchi,"+58 211 72300216",giobbe99@libero.it,"Strada Kociss 997 Piano 8",124
63,10,"Corso di Laurea Magistrale in Innovazione e Servizio Sociale",magistrale,"Incrocio Lombardi 6 Appartamento 60",innovazione-e-servizio-sociale@uni.it,www.innovazione-e-servizio-sociale.uni.it,1113,63,"magnam saepe in","Laudantium quia sit ut blanditiis laborum. Architecto reiciendis dicta et et. Repellendus autem ut beatae. Laborum ut explicabo voluptatum iure et ab.","II semestre",2,9,www.nobis.uni.it,1113,25,25,Concetta,Bianchi,"+58 211 72300216",giobbe99@libero.it,"Strada Kociss 997 Piano 8",124
64,10,"Corso di Laurea Magistrale in Relazioni Internazionali e Diplomazia",magistrale,"Incrocio Milani 70 Appartamento 93",relazioni-internazionali-e-diplomazia@uni.it,www.relazioni-internazionali-e-diplomazia.uni.it,1122,64,"ex perspiciatis blanditiis","Omnis aut aspernatur nulla sint. Cupiditate quae et ex est quis rem sunt voluptas. Voluptatem nobis perferendis pariatur voluptatem incidunt.","I semestre",2,12,NULL,1122,25,25,Concetta,Bianchi,"+58 211 72300216",giobbe99@libero.it,"Strada Kociss 997 Piano 8",124
65,10,"Corso di Laurea Magistrale in Scienze del Governo e Politiche Pubbliche",magistrale,"Strada De Angelis 419",scienze-del-governo-e-politiche-pubbliche@uni.it,www.scienze-del-governo-e-politiche-pubbliche.uni.it,1136,65,"vel ipsa eos","Cum aut veritatis sint qui accusantium quia dicta velit. Dolor amet ut aut quos tempore molestiae laborum. Sit dolores consequuntur facilis non qui laudantium fugiat libero.","I semestre",2,14,www.eos.uni.it,1136,25,25,Concetta,Bianchi,"+58 211 72300216",giobbe99@libero.it,"Strada Kociss 997 Piano 8",124
70,12,"Corso di Laurea in Lingue, Letterature e Mediazione Culturale",triennale,"Contrada Lombardi 7",lingue-letterature-e-mediazione-culturale@uni.it,www.lingue-letterature-e-mediazione-culturale.uni.it,1222,70,"consequatur architecto consequatur","Ipsam quis ullam dolore eveniet voluptate est explicabo ipsa. Est exercitationem porro nisi eum. Consequatur minus sed molestiae odio fuga.","II semestre",1,13,www.rerum.uni.it,1222,25,25,Concetta,Bianchi,"+58 211 72300216",giobbe99@libero.it,"Strada Kociss 997 Piano 8",124
5,1,"Corso di Laurea Magistrale in Biologia evoluzionistica",magistrale,"Contrada Fiore 253",biologia-evoluzionistica@uni.it,www.biologia-evoluzionistica.uni.it,93,5,"magni ea tempora","Id earum facere ut dolorem doloribus. Pariatur modi voluptatem distinctio accusantium quo veritatis est. Non ut sint eaque. Dolorem deleniti fugit quis voluptatum et molestias iste asperiores.","II semestre",1,15,NULL,93,26,26,Carmelo,Benedetti,"+39 010 391 127",rossetti.erminia@yahoo.it,"Rotonda Martinelli 309",77
15,3,"Corso di Laurea in Ingegneria Civile",triennale,"Rotonda Felicia 485 Piano 1",ingegneria-civile@uni.it,www.ingegneria-civile.uni.it,255,15,"nemo sit eum","Provident aperiam hic labore quia quasi aut. Distinctio ea odit similique est enim inventore quia. Deleniti fugiat aliquid culpa non similique quo. Placeat harum voluptatem iste dolore et et.","II semestre",3,11,www.vel.uni.it,255,26,26,Carmelo,Benedetti,"+39 010 391 127",rossetti.erminia@yahoo.it,"Rotonda Martinelli 309",77
20,4,"Corso di Laurea in Ingegneria Informatica",triennale,"Rotonda Clodovea 112 Appartamento 44",ingegneria-informatica@uni.it,www.ingegneria-informatica.uni.it,358,20,"explicabo officiis et","Suscipit nesciunt repudiandae eaque aut non aut. Quidem aut aliquam nostrum et voluptas dolor. Id ab impedit sunt voluptas esse qui et.","II semestre",3,5,www.non.uni.it,358,26,26,Carmelo,Benedetti,"+39 010 391 127",rossetti.erminia@yahoo.it,"Rotonda Martinelli 309",77
29,5,"Corso di Laurea in Informatica",triennale,"Rotonda Rossetti 478 Piano 2",informatica@uni.it,www.informatica.uni.it,493,29,"dicta pariatur dolore","Nulla consequatur nisi vero atque laborum et. Dolores non et omnis reiciendis quae aspernatur modi. Maxime beatae vitae quae qui quo. Est qui consequatur eaque.","I semestre",2,9,NULL,493,26,26,Carmelo,Benedetti,"+39 010 391 127",rossetti.erminia@yahoo.it,"Rotonda Martinelli 309",77
34,6,"Corso di Laurea in Tecniche di Laboratorio Biomedico",triennale,"Rotonda Fernando 68 Appartamento 67",tecniche-di-laboratorio-biomedico@uni.it,www.tecniche-di-laboratorio-biomedico.uni.it,595,34,"vero harum cupiditate","Recusandae deserunt reprehenderit odio. Repellendus aut nobis quidem animi nisi. Voluptate id omnis iusto in asperiores. Id id voluptatem error expedita. Quae praesentium suscipit tenetur.","I semestre",3,13,www.tempore.uni.it,595,26,26,Carmelo,Benedetti,"+39 010 391 127",rossetti.erminia@yahoo.it,"Rotonda Martinelli 309",77
34,6,"Corso di Laurea in Tecniche di Laboratorio Biomedico",triennale,"Rotonda Fernando 68 Appartamento 67",tecniche-di-laboratorio-biomedico@uni.it,www.tecniche-di-laboratorio-biomedico.uni.it,598,34,"voluptatibus soluta dolor","Animi consequuntur sequi laudantium voluptatum et illo. Ea consequatur rerum dignissimos adipisci possimus sunt in. Laudantium quod non hic ab quidem officiis enim.","II semestre",3,10,www.voluptatibus.uni.it,598,26,26,Carmelo,Benedetti,"+39 010 391 127",rossetti.erminia@yahoo.it,"Rotonda Martinelli 309",77
35,6,"Corso di Laurea in Tecniche di Radiologia Medica",triennale,"Piazza Artes 317",tecniche-di-radiologia-medica@uni.it,www.tecniche-di-radiologia-medica.uni.it,603,35,"dolor ea voluptatem","Laudantium provident aperiam ex. Officiis vero nesciunt omnis corrupti voluptatem. Excepturi qui eos qui rerum facilis.","I semestre",1,5,NULL,603,26,26,Carmelo,Benedetti,"+39 010 391 127",rossetti.erminia@yahoo.it,"Rotonda Martinelli 309",77
42,7,"Corso di Laurea in Tecnica della Riabilitazione Psichiatrica",triennale,"Strada Naomi 536",tecnica-della-riabilitazione-psichiatrica@uni.it,www.tecnica-della-riabilitazione-psichiatrica.uni.it,744,42,"natus unde quibusdam","Necessitatibus in dignissimos veniam officia reprehenderit similique et. Est ratione est sint vel ut. Voluptatem dolorem minus aut rerum ipsa labore.","I semestre",2,15,www.inventore.uni.it,744,26,26,Carmelo,Benedetti,"+39 010 391 127",rossetti.erminia@yahoo.it,"Rotonda Martinelli 309",77
54,9,"Corso di Laurea Magistrale in Business Administration",magistrale,"Rotonda Valentini 49",business-administration@uni.it,www.business-administration.uni.it,972,54,"qui quasi consequatur","Voluptas eius soluta non porro nam. Voluptas at quae voluptatum distinctio. Ut voluptatem ad sed consequuntur et sed consequuntur ratione. Commodi repudiandae autem aut incidunt nihil.","I semestre",2,4,NULL,972,26,26,Carmelo,Benedetti,"+39 010 391 127",rossetti.erminia@yahoo.it,"Rotonda Martinelli 309",77
58,10,"Corso di Laurea in Diritto dell'Economia",triennale,"Strada Miriana 2 Appartamento 06",diritto-delleconomia@uni.it,www.diritto-delleconomia.uni.it,1028,58,"qui ipsam sed","Doloremque nihil quo nihil. Soluta soluta doloremque nam voluptate reiciendis. Suscipit ea saepe minus aliquam. Sapiente ut repellendus autem possimus eum explicabo laborum in.","I semestre",2,3,NULL,1028,26,26,Carmelo,Benedetti,"+39 010 391 127",rossetti.erminia@yahoo.it,"Rotonda Martinelli 309",77
60,10,"Corso di Laurea in Relazioni Internazionali e Diritti Umani",triennale,"Borgo Fontana 865 Appartamento 53",relazioni-internazionali-e-diritti-umani@uni.it,www.relazioni-internazionali-e-diritti-umani.uni.it,1072,60,"eius provident sapiente","Eos itaque voluptas sunt consequuntur et. Quidem in autem unde aut. Velit nesciunt laboriosam debitis nesciunt facilis assumenda. Et ea dolore eum. Qui sit fugiat recusandae eius quia.","I semestre",3,12,NULL,1072,26,26,Carmelo,Benedetti,"+39 010 391 127",rossetti.erminia@yahoo.it,"Rotonda Martinelli 309",77
61,10,"Corso di Laurea Magistrale in European and Global Studies",magistrale,"Incrocio Orlando 731",european-and-global-studies@uni.it,www.european-and-global-studies.uni.it,1082,61,"et earum tenetur","Quod et debitis totam et consectetur. Dolorem dolore ut quam molestiae et.","II semestre",1,14,www.sit.uni.it,1082,26,26,Carmelo,Benedetti,"+39 010 391 127",rossetti.erminia@yahoo.it,"Rotonda Martinelli 309",77
63,10,"Corso di Laurea Magistrale in Innovazione e Servizio Sociale",magistrale,"Incrocio Lombardi 6 Appartamento 60",innovazione-e-servizio-sociale@uni.it,www.innovazione-e-servizio-sociale.uni.it,1105,63,"porro suscipit incidunt","Corporis incidunt qui tenetur aut. Qui occaecati nemo culpa maxime. Aut illo omnis ipsa sit fugiat qui vero ut. Soluta at aliquam necessitatibus qui et alias voluptatem sed.","I semestre",1,3,NULL,1105,26,26,Carmelo,Benedetti,"+39 010 391 127",rossetti.erminia@yahoo.it,"Rotonda Martinelli 309",77
66,11,"Corso di Laurea in Statistica per l'Economia e l'Impresa",triennale,"Borgo Leone 34 Appartamento 58",statistica-per-leconomia-e-limpresa@uni.it,www.statistica-per-leconomia-e-limpresa.uni.it,1149,66,"sed facilis eos","Provident quasi omnis exercitationem. Corporis dolore vel ab consequatur aut quasi. Saepe voluptatum quam animi. Sit impedit nostrum deleniti quas.","I semestre",2,4,NULL,1149,26,26,Carmelo,Benedetti,"+39 010 391 127",rossetti.erminia@yahoo.it,"Rotonda Martinelli 309",77
67,11,"Corso di Laurea in Statistica per le Tecnologie e le Scienze",triennale,"Rotonda Bianchi 27 Appartamento 28",statistica-per-le-tecnologie-e-le-scienze@uni.it,www.statistica-per-le-tecnologie-e-le-scienze.uni.it,1165,67,"consequuntur aut pariatur","Autem sint ad tenetur itaque molestiae sit sit. Possimus sapiente cumque modi ea harum. Consectetur quos earum minima excepturi vero dolorem. Dicta earum sit ullam vel.","II semestre",1,15,www.consequatur.uni.it,1165,26,26,Carmelo,Benedetti,"+39 010 391 127",rossetti.erminia@yahoo.it,"Rotonda Martinelli 309",77
73,12,"Corso di Laurea Magistrale in Lingue Moderne per la Comunicazione e la Cooperazione Internazionale",magistrale,"Incrocio Donatella 72 Appartamento 53",lingue-moderne-per-la-comunicazione-e-la-cooperazione-internazionale@uni.it,www.lingue-moderne-per-la-comunicazione-e-la-cooperazione-internazionale.uni.it,1273,73,"porro cupiditate qui","Eaque voluptates voluptatibus possimus magnam omnis eos. Illum quam dolorem vel reiciendis suscipit deleniti sunt. Voluptatibus quis sed asperiores ex in fugit. Dolor ut voluptas quia.","I semestre",1,3,NULL,1273,26,26,Carmelo,Benedetti,"+39 010 391 127",rossetti.erminia@yahoo.it,"Rotonda Martinelli 309",77
73,12,"Corso di Laurea Magistrale in Lingue Moderne per la Comunicazione e la Cooperazione Internazionale",magistrale,"Incrocio Donatella 72 Appartamento 53",lingue-moderne-per-la-comunicazione-e-la-cooperazione-internazionale@uni.it,www.lingue-moderne-per-la-comunicazione-e-la-cooperazione-internazionale.uni.it,1279,73,"voluptatem hic omnis","Sunt eligendi similique ut sunt tenetur dolorum et. Exercitationem voluptatem numquam cumque asperiores quia. Non ducimus officia dignissimos blanditiis voluptatem.","II semestre",1,7,NULL,1279,26,26,Carmelo,Benedetti,"+39 010 391 127",rossetti.erminia@yahoo.it,"Rotonda Martinelli 309",77
75,12,"Corso di Laurea Magistrale in Strategie di Comunicazione",magistrale,"Strada Gentile 493",strategie-di-comunicazione@uni.it,www.strategie-di-comunicazione.uni.it,1313,75,"qui vitae molestias","Vero quisquam corrupti nesciunt veniam molestias sint nobis officia. Ea dolore perspiciatis id.","I semestre",2,14,NULL,1313,26,26,Carmelo,Benedetti,"+39 010 391 127",rossetti.erminia@yahoo.it,"Rotonda Martinelli 309",77
12,2,"Corso di Laurea in Fisica",triennale,"Strada Rossi 7 Piano 3",fisica@uni.it,www.fisica.uni.it,189,12,"fugit odio sapiente","Molestiae enim libero incidunt eaque officia. Ea nobis ipsum vero ratione hic placeat optio. Officiis animi minima sit maiores neque. A ut et numquam deleniti ab.","I semestre",1,10,www.itaque.uni.it,189,27,27,Clea,Ruggiero,NULL,etesta@negri.org,"Strada Concetta 6",73
12,2,"Corso di Laurea in Fisica",triennale,"Strada Rossi 7 Piano 3",fisica@uni.it,www.fisica.uni.it,191,12,"eum eos harum","Reiciendis repudiandae repellat explicabo. Itaque molestiae molestiae et numquam deserunt. Quae veniam qui eum voluptas ipsum qui et.","II semestre",1,5,NULL,191,27,27,Clea,Ruggiero,NULL,etesta@negri.org,"Strada Concetta 6",73
14,2,"Corso di Laurea Magistrale in Fisica",magistrale,"Piazza Nathan 77 Piano 2",fisica@uni.it,www.fisica.uni.it,224,14,"quo recusandae dignissimos","Rerum earum et et quae voluptates repudiandae. Dolor et sint quisquam magnam dignissimos voluptate inventore rerum. Asperiores temporibus ut distinctio numquam esse dicta eum.","I semestre",1,12,www.tenetur.uni.it,224,27,27,Clea,Ruggiero,NULL,etesta@negri.org,"Strada Concetta 6",73
25,4,"Corso di Laurea Magistrale in Ingegneria Elettronica",magistrale,"Piazza Neri 862",ingegneria-elettronica@uni.it,www.ingegneria-elettronica.uni.it,438,25,"inventore provident molestiae","Harum est qui porro porro quas sed atque. Dolor aut eius a repellendus dicta harum. Consequuntur praesentium et cupiditate dolor ut ut quo atque. Aut ut dolorem modi repellat ea aliquid cumque illo.","II semestre",2,6,www.sed.uni.it,438,27,27,Clea,Ruggiero,NULL,etesta@negri.org,"Strada Concetta 6",73
41,7,"Corso di Laurea in Logopedia",triennale,"Strada Lisa 27",logopedia@uni.it,www.logopedia.uni.it,728,41,"sequi praesentium mollitia","Sint laboriosam excepturi alias. Voluptate molestiae et sunt commodi beatae. Et et accusamus accusamus ea hic sint recusandae.","II semestre",2,10,NULL,728,27,27,Clea,Ruggiero,NULL,etesta@negri.org,"Strada Concetta 6",73
47,8,"Corso di Laurea in Scienza dei Materiali",triennale,"Rotonda Santoro 1 Appartamento 52",scienza-dei-materiali@uni.it,www.scienza-dei-materiali.uni.it,856,47,"voluptatem aliquam nam","Hic maiores libero voluptas adipisci. Numquam quia hic eveniet laborum. Distinctio ducimus vero et eum. Placeat doloribus maxime et eos qui nostrum.","II semestre",3,13,NULL,856,27,27,Clea,Ruggiero,NULL,etesta@negri.org,"Strada Concetta 6",73
53,9,"Corso di Laurea in Economia",triennale,"Via Edvige 422",economia@uni.it,www.economia.uni.it,947,53,"distinctio repellendus quis","Et maiores dolor quisquam ut dolor et. Expedita asperiores quam nihil accusamus amet a. Vel et nam voluptate adipisci.","I semestre",2,4,www.est.uni.it,947,27,27,Clea,Ruggiero,NULL,etesta@negri.org,"Strada Concetta 6",73
54,9,"Corso di Laurea Magistrale in Business Administration",magistrale,"Rotonda Valentini 49",business-administration@uni.it,www.business-administration.uni.it,965,54,"provident nemo est","Reprehenderit qui omnis perspiciatis repudiandae ut voluptas. Iusto maxime repellat commodi excepturi. Ea laboriosam aliquam et ea fugiat accusantium et sed.","I semestre",1,3,www.commodi.uni.it,965,27,27,Clea,Ruggiero,NULL,etesta@negri.org,"Strada Concetta 6",73
