/* 
Selezionare tutti gli studenti con i dati relativi al corso di laurea a cui sono iscritti e il relativo dipartimento,
in ordine alfabetico per cognome e nome
*/

SELECT *
FROM students
JOIN degrees ON students.degree_id = degrees.id
JOIN departments ON degrees.id = departments.id
ORDER BY students.surname, students.name

id,degree_id,name,surname,date_of_birth,fiscal_code,enrolment_date,registration_number,email,id,department_id,name,level,address,email,website,id,name,address,phone,email,website,head_of_department
950,2,Rosolino,Colombo,1972-01-22,HVMPQB69E07J282X,2020-08-10,620982,palumbo.rosalba@email.it,2,1,"Corso di Laurea in Biologia molecolare",triennale,"Incrocio Fabbri 3",biologia-molecolare@uni.it,www.biologia-molecolare.uni.it,2,"Dipartimento di Fisica e astronomia","Strada Barbieri 57","367 410 378",fisica-e-astronomia@uni.it,www.fisica-e-astronomia.uni.it,"Dott. Deborah De Santis"
489,10,Bernardo,Conte,1989-03-21,QOLLRX20R32Y999W,2018-11-08,620521,thea.conte@greco.it,10,1,"Corso di Laurea Magistrale in Scienze della natura",magistrale,"Strada Negri 323",scienze-della-natura@uni.it,www.scienze-della-natura.uni.it,10,"Dipartimento di Scienze politiche, giuridiche e studi internazionali","Strada Gelsomina 295","+59 862 14592149",scienze-politiche-giuridiche-e-studi-internazionali@uni.it,www.scienze-politiche-giuridiche-e-studi-internazionali.uni.it,"Bernardo Sanna"
4112,4,Eliziario,Conte,1998-08-03,HHKFYS74Z71I545X,2020-11-19,624144,giuliani.renzo@yahoo.it,4,1,"Corso di Laurea in Scienze naturali",triennale,"Rotonda Ferri 4 Piano 2",scienze-naturali@uni.it,www.scienze-naturali.uni.it,4,"Dipartimento di Ingegneria dell'informazione","Borgo De luca 877 Appartamento 28","+39 091 353 730",ingegneria-dellinformazione@uni.it,www.ingegneria-dellinformazione.uni.it,"Ing. Marzio Gatti"
109,8,Mauro,Conte,1975-04-17,WZVQNT41K08Z017G,2019-06-07,620141,ldonati@yahoo.it,8,1,"Corso di Laurea Magistrale in Biologia sanitaria",magistrale,"Contrada Osvaldo 497 Piano 5",biologia-sanitaria@uni.it,www.biologia-sanitaria.uni.it,8,"Dipartimento di Scienze chimiche","Strada Gatti 943 Appartamento 49","+94 833 74282438",scienze-chimiche@uni.it,www.scienze-chimiche.uni.it,"Jole Benedetti"
2695,7,Neri,Conte,1988-12-07,TGQGXV82J12Q200L,2020-11-13,622727,ferrara.umberto@desantis.it,7,1,"Corso di Laurea Magistrale in Biologia molecolare",magistrale,"Strada Armando 86 Piano 9",biologia-molecolare@uni.it,www.biologia-molecolare.uni.it,7,"Dipartimento di Neuroscienze","Borgo Ubaldo 181 Appartamento 41","+32 6290 01889948",neuroscienze@uni.it,www.neuroscienze.uni.it,"Dante Lombardi"
2605,5,Osvaldo,Conte,1973-09-18,HVHCDK63X31H750E,2020-01-03,622637,monti.evita@yahoo.it,5,1,"Corso di Laurea Magistrale in Biologia evoluzionistica",magistrale,"Contrada Fiore 253",biologia-evoluzionistica@uni.it,www.biologia-evoluzionistica.uni.it,5,"Dipartimento di Matematica","Via Cosetta 5","+84 63 00392338",matematica@uni.it,www.matematica.uni.it,"Sig. Alessandro Orlando"
1545,3,Ruth,Conte,1986-09-27,FHQMEL96V86N132L,2020-07-16,621577,nrizzi@email.it,3,1,"Corso di Laurea in Biotecnologie",triennale,"Rotonda Sasha 74 Appartamento 36",biotecnologie@uni.it,www.biotecnologie.uni.it,3,"Dipartimento di Ingegneria civile, edile e ambientale","Strada Pablo 85 Appartamento 75","+54 35 36896630",ingegneria-civile-edile-e-ambientale@uni.it,www.ingegneria-civile-edile-e-ambientale.uni.it,"Olimpia D'amico"
2611,6,Vinicio,Conte,1975-08-18,ODRWJF95Y74V118Y,2019-08-11,622643,trevis.fontana@hotmail.com,6,1,"Corso di Laurea Magistrale in Biologia marina",magistrale,"Via Colombo 378 Piano 9",biologia-marina@uni.it,www.biologia-marina.uni.it,6,"Dipartimento di Medicina","Rotonda Pagano 59","+15 8928 3017622",medicina@uni.it,www.medicina.uni.it,"Lisa Farina"
3520,2,Baldassarre,Conti,1972-06-21,YOMOMS26S71H386P,2020-01-01,623552,gastone.derosa@email.it,2,1,"Corso di Laurea in Biologia molecolare",triennale,"Incrocio Fabbri 3",biologia-molecolare@uni.it,www.biologia-molecolare.uni.it,2,"Dipartimento di Fisica e astronomia","Strada Barbieri 57","367 410 378",fisica-e-astronomia@uni.it,www.fisica-e-astronomia.uni.it,"Dott. Deborah De Santis"
2923,6,Ciro,Conti,1995-07-09,XUGPMJ57J54N263X,2020-05-28,622955,dgallo@conti.com,6,1,"Corso di Laurea Magistrale in Biologia marina",magistrale,"Via Colombo 378 Piano 9",biologia-marina@uni.it,www.biologia-marina.uni.it,6,"Dipartimento di Medicina","Rotonda Pagano 59","+15 8928 3017622",medicina@uni.it,www.medicina.uni.it,"Lisa Farina"
3259,8,Eliziario,Conti,1992-01-12,JLAVFC91E78S479V,2020-03-08,623291,brizzi@riva.it,8,1,"Corso di Laurea Magistrale in Biologia sanitaria",magistrale,"Contrada Osvaldo 497 Piano 5",biologia-sanitaria@uni.it,www.biologia-sanitaria.uni.it,8,"Dipartimento di Scienze chimiche","Strada Gatti 943 Appartamento 49","+94 833 74282438",scienze-chimiche@uni.it,www.scienze-chimiche.uni.it,"Jole Benedetti"
2853,3,Gelsomina,Conti,1977-04-12,GMAAGT72U29F856C,2020-07-15,622885,mancini.felicia@hotmail.com,3,1,"Corso di Laurea in Biotecnologie",triennale,"Rotonda Sasha 74 Appartamento 36",biotecnologie@uni.it,www.biotecnologie.uni.it,3,"Dipartimento di Ingegneria civile, edile e ambientale","Strada Pablo 85 Appartamento 75","+54 35 36896630",ingegneria-civile-edile-e-ambientale@uni.it,www.ingegneria-civile-edile-e-ambientale.uni.it,"Olimpia D'amico"
113,5,Giovanna,Conti,1994-12-01,VTSVMF45I06S872L,2021-03-27,620145,pellegrini.danuta@email.it,5,1,"Corso di Laurea Magistrale in Biologia evoluzionistica",magistrale,"Contrada Fiore 253",biologia-evoluzionistica@uni.it,www.biologia-evoluzionistica.uni.it,5,"Dipartimento di Matematica","Via Cosetta 5","+84 63 00392338",matematica@uni.it,www.matematica.uni.it,"Sig. Alessandro Orlando"
2146,7,Laura,Conti,1986-06-20,HTEZYL79L59N169Z,2018-07-16,622178,sebastian.rizzi@gmail.com,7,1,"Corso di Laurea Magistrale in Biologia molecolare",magistrale,"Strada Armando 86 Piano 9",biologia-molecolare@uni.it,www.biologia-molecolare.uni.it,7,"Dipartimento di Neuroscienze","Borgo Ubaldo 181 Appartamento 41","+32 6290 01889948",neuroscienze@uni.it,www.neuroscienze.uni.it,"Dante Lombardi"
2463,8,Michele,Conti,1986-03-24,TTDSIT10H65O876X,2019-05-20,622495,martinelli.eriberto@hotmail.com,8,1,"Corso di Laurea Magistrale in Biologia sanitaria",magistrale,"Contrada Osvaldo 497 Piano 5",biologia-sanitaria@uni.it,www.biologia-sanitaria.uni.it,8,"Dipartimento di Scienze chimiche","Strada Gatti 943 Appartamento 49","+94 833 74282438",scienze-chimiche@uni.it,www.scienze-chimiche.uni.it,"Jole Benedetti"
1804,3,Michele,Conti,1998-03-14,DRISNJ28H20B525E,2019-12-14,621836,penelope22@neri.it,3,1,"Corso di Laurea in Biotecnologie",triennale,"Rotonda Sasha 74 Appartamento 36",biotecnologie@uni.it,www.biotecnologie.uni.it,3,"Dipartimento di Ingegneria civile, edile e ambientale","Strada Pablo 85 Appartamento 75","+54 35 36896630",ingegneria-civile-edile-e-ambientale@uni.it,www.ingegneria-civile-edile-e-ambientale.uni.it,"Olimpia D'amico"
252,12,Osea,Conti,1986-05-22,VOXBUH99K35U268A,2018-12-11,620284,qpalmieri@email.it,12,2,"Corso di Laurea in Fisica",triennale,"Strada Rossi 7 Piano 3",fisica@uni.it,www.fisica.uni.it,12,"Dipartimento di Studi linguistici e letterari","Borgo Ricci 140 Piano 9","+50 14 37174267",studi-linguistici-e-letterari@uni.it,www.studi-linguistici-e-letterari.uni.it,"Dott. Ludovico Marino"
3959,10,Rosaria,Conti,1993-06-27,CCWXEX30F59A388O,2020-11-27,623991,carbone.ingrid@gmail.com,10,1,"Corso di Laurea Magistrale in Scienze della natura",magistrale,"Strada Negri 323",scienze-della-natura@uni.it,www.scienze-della-natura.uni.it,10,"Dipartimento di Scienze politiche, giuridiche e studi internazionali","Strada Gelsomina 295","+59 862 14592149",scienze-politiche-giuridiche-e-studi-internazionali@uni.it,www.scienze-politiche-giuridiche-e-studi-internazionali.uni.it,"Bernardo Sanna"
1942,3,Tosca,Conti,1980-10-24,LWPMZT04G64F257B,2019-06-14,621974,anselmo26@bernardi.net,3,1,"Corso di Laurea in Biotecnologie",triennale,"Rotonda Sasha 74 Appartamento 36",biotecnologie@uni.it,www.biotecnologie.uni.it,3,"Dipartimento di Ingegneria civile, edile e ambientale","Strada Pablo 85 Appartamento 75","+54 35 36896630",ingegneria-civile-edile-e-ambientale@uni.it,www.ingegneria-civile-edile-e-ambientale.uni.it,"Olimpia D'amico"
2151,2,Ursula,Conti,1973-01-24,JPYKQK76Y31B532B,2021-03-20,622183,liborio.marino@rizzi.com,2,1,"Corso di Laurea in Biologia molecolare",triennale,"Incrocio Fabbri 3",biologia-molecolare@uni.it,www.biologia-molecolare.uni.it,2,"Dipartimento di Fisica e astronomia","Strada Barbieri 57","367 410 378",fisica-e-astronomia@uni.it,www.fisica-e-astronomia.uni.it,"Dott. Deborah De Santis"
2359,7,Demi,Coppola,1984-05-16,GJHCWT01V44L674H,2019-07-10,622391,giuliani.domiziano@hotmail.com,7,1,"Corso di Laurea Magistrale in Biologia molecolare",magistrale,"Strada Armando 86 Piano 9",biologia-molecolare@uni.it,www.biologia-molecolare.uni.it,7,"Dipartimento di Neuroscienze","Borgo Ubaldo 181 Appartamento 41","+32 6290 01889948",neuroscienze@uni.it,www.neuroscienze.uni.it,"Dante Lombardi"
1186,6,Demis,Coppola,1998-02-14,LBMDYY64P57Z725C,2018-08-12,621218,gallo.diamante@riva.it,6,1,"Corso di Laurea Magistrale in Biologia marina",magistrale,"Via Colombo 378 Piano 9",biologia-marina@uni.it,www.biologia-marina.uni.it,6,"Dipartimento di Medicina","Rotonda Pagano 59","+15 8928 3017622",medicina@uni.it,www.medicina.uni.it,"Lisa Farina"
1956,12,Ileana,Coppola,1996-07-10,QOEABN54C68E522S,2020-06-01,621988,rferretti@email.it,12,2,"Corso di Laurea in Fisica",triennale,"Strada Rossi 7 Piano 3",fisica@uni.it,www.fisica.uni.it,12,"Dipartimento di Studi linguistici e letterari","Borgo Ricci 140 Piano 9","+50 14 37174267",studi-linguistici-e-letterari@uni.it,www.studi-linguistici-e-letterari.uni.it,"Dott. Ludovico Marino"
488,7,Irene,Coppola,1983-06-25,MZTMXQ61X92V800P,2018-12-06,620520,caputo.silverio@pagano.org,7,1,"Corso di Laurea Magistrale in Biologia molecolare",magistrale,"Strada Armando 86 Piano 9",biologia-molecolare@uni.it,www.biologia-molecolare.uni.it,7,"Dipartimento di Neuroscienze","Borgo Ubaldo 181 Appartamento 41","+32 6290 01889948",neuroscienze@uni.it,www.neuroscienze.uni.it,"Dante Lombardi"
3194,8,Kristel,Coppola,1984-12-06,TVZSIH49O10K985T,2019-11-30,623226,monia.ferraro@lombardi.it,8,1,"Corso di Laurea Magistrale in Biologia sanitaria",magistrale,"Contrada Osvaldo 497 Piano 5",biologia-sanitaria@uni.it,www.biologia-sanitaria.uni.it,8,"Dipartimento di Scienze chimiche","Strada Gatti 943 Appartamento 49","+94 833 74282438",scienze-chimiche@uni.it,www.scienze-chimiche.uni.it,"Jole Benedetti"
3409,2,Loris,Coppola,1999-11-27,DQDHBB29O16U330M,2020-12-26,623441,pericle64@yahoo.it,2,1,"Corso di Laurea in Biologia molecolare",triennale,"Incrocio Fabbri 3",biologia-molecolare@uni.it,www.biologia-molecolare.uni.it,2,"Dipartimento di Fisica e astronomia","Strada Barbieri 57","367 410 378",fisica-e-astronomia@uni.it,www.fisica-e-astronomia.uni.it,"Dott. Deborah De Santis"
4258,1,Marco,Coppola,2002-03-30,IIGPZK46P04F330P,2020-07-23,624290,fdangelo@giordano.com,1,1,"Corso di Laurea in Biologia",triennale,"Contrada Galli 289 Piano 5",biologia@uni.it,www.biologia.uni.it,1,"Dipartimento di Biologia","Via Milani 8 Appartamento 02","+03 8952 1711580",biologia@uni.it,www.biologia.uni.it,"Gilda Romano"
879,6,Marina,Coppola,1998-09-28,NJNELP60R52H263J,2021-04-04,620911,damico.danny@yahoo.com,6,1,"Corso di Laurea Magistrale in Biologia marina",magistrale,"Via Colombo 378 Piano 9",biologia-marina@uni.it,www.biologia-marina.uni.it,6,"Dipartimento di Medicina","Rotonda Pagano 59","+15 8928 3017622",medicina@uni.it,www.medicina.uni.it,"Lisa Farina"
4212,7,Penelope,Coppola,1991-07-21,NRSLAI04T20C231J,2019-12-11,624244,concetta.neri@libero.it,7,1,"Corso di Laurea Magistrale in Biologia molecolare",magistrale,"Strada Armando 86 Piano 9",biologia-molecolare@uni.it,www.biologia-molecolare.uni.it,7,"Dipartimento di Neuroscienze","Borgo Ubaldo 181 Appartamento 41","+32 6290 01889948",neuroscienze@uni.it,www.neuroscienze.uni.it,"Dante Lombardi"
4874,12,Edvige,Costa,1999-08-09,UNMWPX04D73N018S,2019-12-15,624906,rinaldi.ciro@milani.org,12,2,"Corso di Laurea in Fisica",triennale,"Strada Rossi 7 Piano 3",fisica@uni.it,www.fisica.uni.it,12,"Dipartimento di Studi linguistici e letterari","Borgo Ricci 140 Piano 9","+50 14 37174267",studi-linguistici-e-letterari@uni.it,www.studi-linguistici-e-letterari.uni.it,"Dott. Ludovico Marino"
2153,1,Erminio,Costa,1974-03-21,UKMWMQ12M49M927T,2019-09-17,622185,romano.helga@barone.com,1,1,"Corso di Laurea in Biologia",triennale,"Contrada Galli 289 Piano 5",biologia@uni.it,www.biologia.uni.it,1,"Dipartimento di Biologia","Via Milani 8 Appartamento 02","+03 8952 1711580",biologia@uni.it,www.biologia.uni.it,"Gilda Romano"
2018,9,Kris,Costa,1994-06-28,TZVHDR48B69I848N,2021-01-08,622050,gallo.michele@barone.org,9,1,"Corso di Laurea Magistrale in Biotecnologie industriali",magistrale,"Rotonda Tommaso 806 Appartamento 21",biotecnologie-industriali@uni.it,www.biotecnologie-industriali.uni.it,9,"Dipartimento di Scienze economiche e aziendali","Piazza Sibilla 876 Appartamento 03","+80 092 00 17 3967",scienze-economiche-e-aziendali@uni.it,www.scienze-economiche-e-aziendali.uni.it,"Selvaggia De Angelis"
4055,6,Osvaldo,Costa,2000-04-22,BYEHXS96Y85Q413L,2018-10-03,624087,marchetti.demis@email.it,6,1,"Corso di Laurea Magistrale in Biologia marina",magistrale,"Via Colombo 378 Piano 9",biologia-marina@uni.it,www.biologia-marina.uni.it,6,"Dipartimento di Medicina","Rotonda Pagano 59","+15 8928 3017622",medicina@uni.it,www.medicina.uni.it,"Lisa Farina"
845,10,Raniero,Costa,1975-09-13,JDFAWW25R69I355J,2020-08-27,620877,esposito.liborio@testa.com,10,1,"Corso di Laurea Magistrale in Scienze della natura",magistrale,"Strada Negri 323",scienze-della-natura@uni.it,www.scienze-della-natura.uni.it,10,"Dipartimento di Scienze politiche, giuridiche e studi internazionali","Strada Gelsomina 295","+59 862 14592149",scienze-politiche-giuridiche-e-studi-internazionali@uni.it,www.scienze-politiche-giuridiche-e-studi-internazionali.uni.it,"Bernardo Sanna"
1420,2,Vitalba,Costa,1992-03-17,JAIWBV33J65B859R,2020-03-08,621452,nicoletta81@gmail.com,2,1,"Corso di Laurea in Biologia molecolare",triennale,"Incrocio Fabbri 3",biologia-molecolare@uni.it,www.biologia-molecolare.uni.it,2,"Dipartimento di Fisica e astronomia","Strada Barbieri 57","367 410 378",fisica-e-astronomia@uni.it,www.fisica-e-astronomia.uni.it,"Dott. Deborah De Santis"
2311,10,Xavier,Costa,2002-04-30,VPEMLD30V49P384U,2020-07-01,622343,tancredi.conti@gmail.com,10,1,"Corso di Laurea Magistrale in Scienze della natura",magistrale,"Strada Negri 323",scienze-della-natura@uni.it,www.scienze-della-natura.uni.it,10,"Dipartimento di Scienze politiche, giuridiche e studi internazionali","Strada Gelsomina 295","+59 862 14592149",scienze-politiche-giuridiche-e-studi-internazionali@uni.it,www.scienze-politiche-giuridiche-e-studi-internazionali.uni.it,"Bernardo Sanna"
551,6,Cristyn,Costantini,1985-10-04,TFFNDG27W80B178Q,2018-12-26,620583,cesidia.ricci@marini.com,6,1,"Corso di Laurea Magistrale in Biologia marina",magistrale,"Via Colombo 378 Piano 9",biologia-marina@uni.it,www.biologia-marina.uni.it,6,"Dipartimento di Medicina","Rotonda Pagano 59","+15 8928 3017622",medicina@uni.it,www.medicina.uni.it,"Lisa Farina"
3221,8,Demi,Costantini,1988-11-15,MRGRRP77S98R577H,2019-03-19,623253,sarita.fontana@yahoo.com,8,1,"Corso di Laurea Magistrale in Biologia sanitaria",magistrale,"Contrada Osvaldo 497 Piano 5",biologia-sanitaria@uni.it,www.biologia-sanitaria.uni.it,8,"Dipartimento di Scienze chimiche","Strada Gatti 943 Appartamento 49","+94 833 74282438",scienze-chimiche@uni.it,www.scienze-chimiche.uni.it,"Jole Benedetti"
2204,7,Dindo,Costantini,1992-02-27,WYHVSY75N72K560W,2020-11-16,622236,scarbone@sorrentino.net,7,1,"Corso di Laurea Magistrale in Biologia molecolare",magistrale,"Strada Armando 86 Piano 9",biologia-molecolare@uni.it,www.biologia-molecolare.uni.it,7,"Dipartimento di Neuroscienze","Borgo Ubaldo 181 Appartamento 41","+32 6290 01889948",neuroscienze@uni.it,www.neuroscienze.uni.it,"Dante Lombardi"
985,9,Domiziano,Costantini,1985-11-17,KWZSCL03H82Q071S,2021-02-26,621017,ilongo@gmail.com,9,1,"Corso di Laurea Magistrale in Biotecnologie industriali",magistrale,"Rotonda Tommaso 806 Appartamento 21",biotecnologie-industriali@uni.it,www.biotecnologie-industriali.uni.it,9,"Dipartimento di Scienze economiche e aziendali","Piazza Sibilla 876 Appartamento 03","+80 092 00 17 3967",scienze-economiche-e-aziendali@uni.it,www.scienze-economiche-e-aziendali.uni.it,"Selvaggia De Angelis"
2575,1,Emidio,Costantini,1982-12-29,CKHWJL88D46G467C,2019-07-27,622607,yvilla@libero.it,1,1,"Corso di Laurea in Biologia",triennale,"Contrada Galli 289 Piano 5",biologia@uni.it,www.biologia.uni.it,1,"Dipartimento di Biologia","Via Milani 8 Appartamento 02","+03 8952 1711580",biologia@uni.it,www.biologia.uni.it,"Gilda Romano"
3037,3,Ilario,Costantini,1986-08-11,POLAPF23I09Q825Q,2019-02-26,623069,genziana.marini@barone.it,3,1,"Corso di Laurea in Biotecnologie",triennale,"Rotonda Sasha 74 Appartamento 36",biotecnologie@uni.it,www.biotecnologie.uni.it,3,"Dipartimento di Ingegneria civile, edile e ambientale","Strada Pablo 85 Appartamento 75","+54 35 36896630",ingegneria-civile-edile-e-ambientale@uni.it,www.ingegneria-civile-edile-e-ambientale.uni.it,"Olimpia D'amico"
2555,4,Isabel,Costantini,1975-03-06,WAWRPU28J34K909X,2020-02-24,622587,marchetti.ariel@deangelis.org,4,1,"Corso di Laurea in Scienze naturali",triennale,"Rotonda Ferri 4 Piano 2",scienze-naturali@uni.it,www.scienze-naturali.uni.it,4,"Dipartimento di Ingegneria dell'informazione","Borgo De luca 877 Appartamento 28","+39 091 353 730",ingegneria-dellinformazione@uni.it,www.ingegneria-dellinformazione.uni.it,"Ing. Marzio Gatti"
391,1,Kai,Costantini,1998-12-16,SKZZFM47V58S340W,2021-01-17,620423,davide37@ferrara.net,1,1,"Corso di Laurea in Biologia",triennale,"Contrada Galli 289 Piano 5",biologia@uni.it,www.biologia.uni.it,1,"Dipartimento di Biologia","Via Milani 8 Appartamento 02","+03 8952 1711580",biologia@uni.it,www.biologia.uni.it,"Gilda Romano"
2613,8,Maristella,Costantini,1998-06-26,IMNUXR29D94C652U,2019-02-20,622645,lombardi.claudia@gmail.com,8,1,"Corso di Laurea Magistrale in Biologia sanitaria",magistrale,"Contrada Osvaldo 497 Piano 5",biologia-sanitaria@uni.it,www.biologia-sanitaria.uni.it,8,"Dipartimento di Scienze chimiche","Strada Gatti 943 Appartamento 49","+94 833 74282438",scienze-chimiche@uni.it,www.scienze-chimiche.uni.it,"Jole Benedetti"
2246,9,Naomi,Costantini,1991-07-30,PEGISM17S46B758X,2018-09-11,622278,bernardi.kristel@gmail.com,9,1,"Corso di Laurea Magistrale in Biotecnologie industriali",magistrale,"Rotonda Tommaso 806 Appartamento 21",biotecnologie-industriali@uni.it,www.biotecnologie-industriali.uni.it,9,"Dipartimento di Scienze economiche e aziendali","Piazza Sibilla 876 Appartamento 03","+80 092 00 17 3967",scienze-economiche-e-aziendali@uni.it,www.scienze-economiche-e-aziendali.uni.it,"Selvaggia De Angelis"
323,7,Neri,Costantini,1972-11-29,XJQIPS73M07P995H,2020-02-21,620355,silvestri.albino@barbieri.it,7,1,"Corso di Laurea Magistrale in Biologia molecolare",magistrale,"Strada Armando 86 Piano 9",biologia-molecolare@uni.it,www.biologia-molecolare.uni.it,7,"Dipartimento di Neuroscienze","Borgo Ubaldo 181 Appartamento 41","+32 6290 01889948",neuroscienze@uni.it,www.neuroscienze.uni.it,"Dante Lombardi"
4626,5,Vienna,Costantini,2001-06-01,EQQZVG36A93Y448H,2020-11-29,624658,damiana77@email.it,5,1,"Corso di Laurea Magistrale in Biologia evoluzionistica",magistrale,"Contrada Fiore 253",biologia-evoluzionistica@uni.it,www.biologia-evoluzionistica.uni.it,5,"Dipartimento di Matematica","Via Cosetta 5","+84 63 00392338",matematica@uni.it,www.matematica.uni.it,"Sig. Alessandro Orlando"
2140,9,Alighieri,D'amico,1992-01-08,SOKDSI74O47M517K,2019-01-27,622172,ccostantini@costa.net,9,1,"Corso di Laurea Magistrale in Biotecnologie industriali",magistrale,"Rotonda Tommaso 806 Appartamento 21",biotecnologie-industriali@uni.it,www.biotecnologie-industriali.uni.it,9,"Dipartimento di Scienze economiche e aziendali","Piazza Sibilla 876 Appartamento 03","+80 092 00 17 3967",scienze-economiche-e-aziendali@uni.it,www.scienze-economiche-e-aziendali.uni.it,"Selvaggia De Angelis"
4612,7,Boris,D'amico,2000-04-14,DRMDMF87O94L859Z,2020-03-06,624644,luna92@yahoo.it,7,1,"Corso di Laurea Magistrale in Biologia molecolare",magistrale,"Strada Armando 86 Piano 9",biologia-molecolare@uni.it,www.biologia-molecolare.uni.it,7,"Dipartimento di Neuroscienze","Borgo Ubaldo 181 Appartamento 41","+32 6290 01889948",neuroscienze@uni.it,www.neuroscienze.uni.it,"Dante Lombardi"
4917,3,Cecco,D'amico,1985-07-15,RLVEGR06E83F392I,2019-02-13,624949,maria44@yahoo.com,3,1,"Corso di Laurea in Biotecnologie",triennale,"Rotonda Sasha 74 Appartamento 36",biotecnologie@uni.it,www.biotecnologie.uni.it,3,"Dipartimento di Ingegneria civile, edile e ambientale","Strada Pablo 85 Appartamento 75","+54 35 36896630",ingegneria-civile-edile-e-ambientale@uni.it,www.ingegneria-civile-edile-e-ambientale.uni.it,"Olimpia D'amico"
1552,1,Concetta,D'amico,1985-06-20,KOOGWY87F07W884U,2021-03-08,621584,marchetti.patrizio@pagano.it,1,1,"Corso di Laurea in Biologia",triennale,"Contrada Galli 289 Piano 5",biologia@uni.it,www.biologia.uni.it,1,"Dipartimento di Biologia","Via Milani 8 Appartamento 02","+03 8952 1711580",biologia@uni.it,www.biologia.uni.it,"Gilda Romano"
4016,11,Dimitri,D'amico,1974-09-16,WPHARA88H77N678M,2018-12-24,624048,ymarchetti@hotmail.com,11,2,"Corso di Laurea in Astronomia",triennale,"Rotonda De Santis 61",astronomia@uni.it,www.astronomia.uni.it,11,"Dipartimento di Scienze statistiche","Contrada Valentini 577","+39 034 983 279",scienze-statistiche@uni.it,www.scienze-statistiche.uni.it,"Lauro Barone"
735,11,Gianleonardo,D'amico,1979-11-29,SHICHJ88B37J210V,2020-12-13,620767,jari.lombardo@valentini.it,11,2,"Corso di Laurea in Astronomia",triennale,"Rotonda De Santis 61",astronomia@uni.it,www.astronomia.uni.it,11,"Dipartimento di Scienze statistiche","Contrada Valentini 577","+39 034 983 279",scienze-statistiche@uni.it,www.scienze-statistiche.uni.it,"Lauro Barone"
2283,1,Silverio,D'amico,1981-04-22,BJFSIG15S29T677O,2019-03-08,622315,valentini.evangelista@hotmail.com,1,1,"Corso di Laurea in Biologia",triennale,"Contrada Galli 289 Piano 5",biologia@uni.it,www.biologia.uni.it,1,"Dipartimento di Biologia","Via Milani 8 Appartamento 02","+03 8952 1711580",biologia@uni.it,www.biologia.uni.it,"Gilda Romano"
1554,12,Tosca,D'amico,1994-01-28,RTREWF71H96C856J,2020-01-19,621586,vrusso@yahoo.com,12,2,"Corso di Laurea in Fisica",triennale,"Strada Rossi 7 Piano 3",fisica@uni.it,www.fisica.uni.it,12,"Dipartimento di Studi linguistici e letterari","Borgo Ricci 140 Piano 9","+50 14 37174267",studi-linguistici-e-letterari@uni.it,www.studi-linguistici-e-letterari.uni.it,"Dott. Ludovico Marino"
1536,1,Emilia,D'angelo,1988-09-16,DWQATG08D97M782M,2020-06-06,621568,barbieri.lisa@giuliani.org,1,1,"Corso di Laurea in Biologia",triennale,"Contrada Galli 289 Piano 5",biologia@uni.it,www.biologia.uni.it,1,"Dipartimento di Biologia","Via Milani 8 Appartamento 02","+03 8952 1711580",biologia@uni.it,www.biologia.uni.it,"Gilda Romano"
1514,10,Fabio,D'angelo,1981-02-06,RTQRMW00B77C090S,2019-09-24,621546,oconte@farina.com,10,1,"Corso di Laurea Magistrale in Scienze della natura",magistrale,"Strada Negri 323",scienze-della-natura@uni.it,www.scienze-della-natura.uni.it,10,"Dipartimento di Scienze politiche, giuridiche e studi internazionali","Strada Gelsomina 295","+59 862 14592149",scienze-politiche-giuridiche-e-studi-internazionali@uni.it,www.scienze-politiche-giuridiche-e-studi-internazionali.uni.it,"Bernardo Sanna"
4720,4,Gilda,D'angelo,1998-09-12,FEYLYS12K82L448O,2020-05-25,624752,apiras@gallo.com,4,1,"Corso di Laurea in Scienze naturali",triennale,"Rotonda Ferri 4 Piano 2",scienze-naturali@uni.it,www.scienze-naturali.uni.it,4,"Dipartimento di Ingegneria dell'informazione","Borgo De luca 877 Appartamento 28","+39 091 353 730",ingegneria-dellinformazione@uni.it,www.ingegneria-dellinformazione.uni.it,"Ing. Marzio Gatti"
1294,11,Marino,D'angelo,1975-09-15,YOTMRR04F07P179U,2020-05-19,621326,giobbe.battaglia@libero.it,11,2,"Corso di Laurea in Astronomia",triennale,"Rotonda De Santis 61",astronomia@uni.it,www.astronomia.uni.it,11,"Dipartimento di Scienze statistiche","Contrada Valentini 577","+39 034 983 279",scienze-statistiche@uni.it,www.scienze-statistiche.uni.it,"Lauro Barone"
1656,11,Modesto,D'angelo,1997-01-13,BZZCET93B73P516Z,2019-04-25,621688,selvaggia85@libero.it,11,2,"Corso di Laurea in Astronomia",triennale,"Rotonda De Santis 61",astronomia@uni.it,www.astronomia.uni.it,11,"Dipartimento di Scienze statistiche","Contrada Valentini 577","+39 034 983 279",scienze-statistiche@uni.it,www.scienze-statistiche.uni.it,"Lauro Barone"
3145,11,Piccarda,D'angelo,1986-10-18,ZYDTRR42J48C325N,2021-01-04,623177,dricci@hotmail.com,11,2,"Corso di Laurea in Astronomia",triennale,"Rotonda De Santis 61",astronomia@uni.it,www.astronomia.uni.it,11,"Dipartimento di Scienze statistiche","Contrada Valentini 577","+39 034 983 279",scienze-statistiche@uni.it,www.scienze-statistiche.uni.it,"Lauro Barone"
